SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rad/s]
13353.608   2014   -40.957  -40.459  1057.200  10.080  10.379  0.000  0.000  192.446
13353.608   2014   -40.957  -40.459  1057.200  10.080  10.379  0.000  0.000  192.446
13154.068   1956   -39.727  -39.889  1014.384  9.669  9.845  0.000  0.000  142.787
12955.041   2002   -39.199  -39.318  994.269  9.310  9.246  0.000  0.000  139.603
12659.525   2002   -39.199  -39.318  929.856  8.744  8.882  0.000  0.000  144.608
12659.525   2002   -39.199  -39.318  929.856  8.744  8.882  0.000  0.000  144.608
12353.026   2001   -38.145  -38.178  910.291  8.646  8.701  0.000  0.000  162.629
12088.489   1961   -37.617  -37.609  908.546  8.565  8.476  0.000  0.000  171.582
12088.489   1961   -37.617  -37.609  908.546  8.565  8.476  0.000  0.000  171.582
12088.489   1961   -37.617  -37.609  908.546  8.565  8.476  0.000  0.000  171.582
11768.179   2029   -37.090  -37.043  866.730  8.177  8.281  0.000  0.000  175.574
11768.179   2029   -37.090  -37.043  866.730  8.177  8.281  0.000  0.000  175.574
11344.744   1950   -36.211  -36.234  795.667  7.655  8.053  0.000  0.000  183.263
11344.744   1950   -36.211  -36.234  795.667  7.655  8.053  0.000  0.000  183.263
10914.533   1956   -35.332  -35.404  750.883  7.350  7.739  0.000  0.000  191.483
10914.533   1956   -35.332  -35.404  750.883  7.350  7.739  0.000  0.000  191.483
10504.359   1991   -34.629  -34.574  720.189  7.035  7.421  0.000  0.000  206.084
10504.359   1991   -34.629  -34.574  720.189  7.035  7.421  0.000  0.000  206.084
10058.443   1936   -33.750  -33.721  671.502  6.598  7.156  0.000  0.000  222.977
10058.443   1936   -33.750  -33.721  671.502  6.598  7.156  0.000  0.000  222.977
9577.442   1894   -32.871  -32.907  633.093  6.259  6.894  0.000  0.000  235.901
9577.442   1894   -32.871  -32.907  633.093  6.259  6.894  0.000  0.000  235.901
9110.508   1856   -31.992  -32.042  600.226  5.922  6.529  0.000  0.000  248.092
9110.508   1856   -31.992  -32.042  600.226  5.922  6.529  0.000  0.000  248.092
8583.129   1763   -31.113  -31.226  531.198  5.336  6.031  0.000  0.000  258.871
8583.129   1763   -31.113  -31.226  531.198  5.336  6.031  0.000  0.000  258.871
8583.129   1763   -31.113  -31.226  531.198  5.336  6.031  0.000  0.000  258.871
8009.917   1687   -30.410  -30.361  466.183  4.865  5.694  0.000  0.000  261.259
8009.917   1687   -30.410  -30.361  466.183  4.865  5.694  0.000  0.000  261.259
7448.427   1589   -29.004  -29.023  421.523  4.490  5.396  0.000  0.000  275.061
7448.427   1589   -29.004  -29.023  421.523  4.490  5.396  0.000  0.000  275.061
6926.317   1546   -28.125  -28.195  391.867  4.202  5.185  0.000  0.000  287.385
6347.626   1530   -27.246  -27.275  329.663  3.799  5.276  0.000  0.000  295.334
6347.626   1530   -27.246  -27.275  329.663  3.799  5.276  0.000  0.000  295.334
6347.626   1530   -27.246  -27.275  329.663  3.799  5.276  0.000  0.000  295.334
5698.169   1421   -26.719  -26.668  256.556  3.330  5.187  0.000  0.000  295.702
5698.169   1421   -26.719  -26.668  256.556  3.330  5.187  0.000  0.000  295.702
5023.008   1476   -25.664  -25.556  193.410  2.962  5.134  0.000  0.000  296.963
5023.008   1476   -25.664  -25.556  193.410  2.962  5.134  0.000  0.000  296.963
4496.161   1611   -24.785  -24.687  199.778  2.992  4.944  0.000  0.000  298.256
4496.161   1611   -24.785  -24.687  199.778  2.992  4.944  0.000  0.000  298.256
4106.964   1585   -23.906  -23.784  216.183  2.936  4.691  0.000  0.000  300.128
4106.964   1585   -23.906  -23.784  216.183  2.936  4.691  0.000  0.000  300.128
3797.574   1513   -23.027  -22.944  218.110  2.850  4.632  0.000  0.000  300.447
3797.574   1513   -23.027  -22.944  218.110  2.850  4.632  0.000  0.000  300.447
3543.188   1503   -22.148  -22.045  215.834  2.808  4.464  0.000  0.000  299.063
3543.188   1503   -22.148  -22.045  215.834  2.808  4.464  0.000  0.000  299.063
3280.385   1561   -21.270  -21.181  189.026  2.652  4.321  0.000  0.000  293.495
3280.385   1561   -21.270  -21.181  189.026  2.652  4.321  0.000  0.000  293.495
3076.061   1550   -20.391  -20.319  190.669  2.712  4.252  0.000  0.000  286.363
3076.061   1550   -20.391  -20.319  190.669  2.712  4.252  0.000  0.000  286.363
3076.061   1550   -20.391  -20.319  190.669  2.712  4.252  0.000  0.000  286.363
2952.131   1451   -19.512  -19.437  205.301  2.777  4.290  0.000  0.000  286.518
2952.131   1451   -19.512  -19.437  205.301  2.777  4.290  0.000  0.000  286.518
2874.010   1315   -18.105  -18.074  210.149  2.724  4.278  0.000  0.000  295.077
2874.010   1315   -18.105  -18.074  210.149  2.724  4.278  0.000  0.000  295.077
2848.554   1262   -17.227  -17.184  222.278  2.785  4.266  0.000  0.000  304.245
2848.554   1262   -17.227  -17.184  222.278  2.785  4.266  0.000  0.000  304.245
2849.451   1241   -16.172  -16.257  226.031  2.792  4.126  0.000  0.000  306.984
2849.451   1241   -16.172  -16.257  226.031  2.792  4.126  0.000  0.000  306.984
2823.542   1180   -15.293  -15.367  212.754  2.761  4.222  0.000  0.000  308.716
2788.912   1110   -14.414  -14.461  206.536  2.732  4.178  0.000  0.000  309.363
2760.666    679   -9.668  -9.838  203.923  2.692  4.138  0.000  0.000  361.405
2711.618    705   -8.965  -9.163  190.533  2.542  4.048  0.000  0.000  410.710
2510.866    705   -8.438  -9.163  109.543  1.932  3.832  0.000  0.000  432.884
2086.092    671   -8.438  -8.500  8.001  1.259  3.553  0.000  0.000  430.919
1621.730    683   -7.910  -7.839  -33.272  0.956  3.179  0.000  0.000  412.185
24.069    712   -7.207  -7.179  -525.484  -2.908  1.765  0.000  0.000  386.549
-1815.465    712   -7.207  -7.179  -747.892  -4.318  0.318  0.000  0.000  356.941
-1815.465    712   -7.207  -7.179  -747.892  -4.318  0.318  0.000  0.000  356.941
-2914.138   -834   -6.152  -5.892  -584.122  -3.620  -1.059  0.000  0.000  332.285
-2914.138   -834   -6.152  -5.892  -584.122  -3.620  -1.059  0.000  0.000  332.285
-2988.074  -2081   -5.625  -5.364  -248.385  -2.302  -2.048  0.000  0.000  297.072
-2988.074  -2081   -5.625  -5.364  -248.385  -2.302  -2.048  0.000  0.000  297.072
-2700.636  -2640   -5.273  -4.979  -99.996  -2.077  -2.592  0.000  0.000  243.177
-2700.636  -2640   -5.273  -4.979  -99.996  -2.077  -2.592  0.000  0.000  243.177
-2614.378  -2828   -4.746  -4.710  -158.676  -2.269  -2.488  0.000  0.000  176.886
-2614.378  -2828   -4.746  -4.710  -158.676  -2.269  -2.488  0.000  0.000  176.886
-3036.430  -2601   -4.570  -4.719  -366.007  -2.985  -2.450  0.000  0.000  160.529
-3036.430  -2601   -4.570  -4.719  -366.007  -2.985  -2.450  0.000  0.000  160.529
-3619.142  -2501   -4.570  -4.947  -480.610  -3.264  -2.728  0.000  0.000  152.639
-3619.142  -2501   -4.570  -4.947  -480.610  -3.264  -2.728  0.000  0.000  152.639
-3820.264  -2839   -4.746  -5.426  -404.512  -3.063  -3.160  0.000  0.000  127.139
-3820.264  -2839   -4.746  -5.426  -404.512  -3.063  -3.160  0.000  0.000  127.139
-3297.697  -1483   -5.273  -6.062  -144.947  -2.363  -3.821  0.000  0.000  83.113
-3297.697  -1483   -5.273  -6.062  -144.947  -2.363  -3.821  0.000  0.000  83.113
-3297.697  -1483   -5.273  -6.062  -144.947  -2.363  -3.821  0.000  0.000  83.113
-2473.961   -693   -5.977  -6.795  11.090  -1.980  -4.272  0.000  0.000  25.590
-1884.298  -1527   -7.207  -8.020  -22.196  -1.918  -4.012  0.000  0.000  -40.230
-1563.249  -1016   -7.910  -8.676  -85.010  -1.801  -4.232  0.000  0.000  -105.927
-1563.249  -1016   -7.910  -8.676  -85.010  -1.801  -4.232  0.000  0.000  -105.927
-1365.758   -657   -8.438  -9.345  -108.753  -1.720  -4.372  0.000  0.000  -150.056
-1365.758   -657   -8.438  -9.345  -108.753  -1.720  -4.372  0.000  0.000  -150.056
-1158.339   -438   -9.141  -10.029  -83.097  -1.827  -4.656  0.000  0.000  -182.984
-1158.339   -438   -9.141  -10.029  -83.097  -1.827  -4.656  0.000  0.000  -182.984
-899.906   -338   -9.668  -10.986  -44.537  -2.091  -5.041  0.000  0.000  -215.601
-899.906   -338   -9.668  -10.986  -44.537  -2.091  -5.041  0.000  0.000  -215.601
-694.728   -422   -10.371  -11.956  -47.274  -2.366  -5.271  0.000  0.000  -243.478
-694.728   -422   -10.371  -11.956  -47.274  -2.366  -5.271  0.000  0.000  -243.478
-571.028   -510   -11.074  -12.962  -69.731  -2.451  -5.551  0.000  0.000  -265.230
-571.028   -510   -11.074  -12.962  -69.731  -2.451  -5.551  0.000  0.000  -265.230
-491.494   -745   -11.777  -13.894  -87.474  -2.624  -6.434  0.000  0.000  -278.766
-491.494   -745   -11.777  -13.894  -87.474  -2.624  -6.434  0.000  0.000  -278.766
-445.750   -617   -12.656  -14.840  -105.222  -3.039  -7.401  0.000  0.000  -285.406
-445.750   -617   -12.656  -14.840  -105.222  -3.039  -7.401  0.000  0.000  -285.406
-332.884   -530   -13.184  -15.681  -87.987  -3.393  -8.519  0.000  0.000  -286.618
-332.884   -530   -13.184  -15.681  -87.987  -3.393  -8.519  0.000  0.000  -286.618
-345.981   -494   -13.887  -16.496  -139.640  -3.968  -8.882  0.000  0.000  -285.633
-345.981   -494   -13.887  -16.496  -139.640  -3.968  -8.882  0.000  0.000  -285.633
-553.824   -381   -14.590  -17.164  -220.840  -4.469  -8.956  0.000  0.000  -289.560
-553.824   -381   -14.590  -17.164  -220.840  -4.469  -8.956  0.000  0.000  -289.560
-1003.458   -403   -15.117  -17.775  -331.503  -4.659  -7.719  0.000  0.000  -288.570
-1003.458   -403   -15.117  -17.775  -331.503  -4.659  -7.719  0.000  0.000  -288.570
-1826.640   -576   -15.820  -18.266  -505.224  -5.565  -7.250  0.000  0.000  -278.099
-1929.058   -991   -16.348  -18.707  -252.060  -5.227  -11.671  0.000  0.000  -257.963
-1929.058   -991   -16.348  -18.707  -252.060  -5.227  -11.671  0.000  0.000  -257.963
-1750.089  -1645   -16.699  -19.022  -125.060  -4.966  -11.839  0.000  0.000  -232.902
-1750.089  -1645   -16.699  -19.022  -125.060  -4.966  -11.839  0.000  0.000  -232.902
-2247.826  -1860   -17.227  -19.410  -367.941  -6.686  -11.529  0.000  0.000  -208.313
-2247.826  -1860   -17.227  -19.410  -367.941  -6.686  -11.529  0.000  0.000  -208.313
-3022.917  -1735   -17.754  -19.989  -510.107  -6.844  -11.001  0.000  0.000  -189.934
-3022.917  -1735   -17.754  -19.989  -510.107  -6.844  -11.001  0.000  0.000  -189.934
-3785.317  -2146   -18.281  -20.627  -562.872  -6.525  -10.065  0.000  0.000  -178.065
-3785.317  -2146   -18.281  -20.627  -562.872  -6.525  -10.065  0.000  0.000  -178.065
-4488.779  -2267   -18.984  -21.438  -598.427  -6.559  -9.017  0.000  0.000  -173.927
-4488.779  -2267   -18.984  -21.438  -598.427  -6.559  -9.017  0.000  0.000  -173.927
-4855.291  -1675   -19.687  -22.269  -523.202  -6.130  -8.377  0.000  0.000  -175.900
-4855.291  -1675   -19.687  -22.269  -523.202  -6.130  -8.377  0.000  0.000  -175.900
-4906.803  -1423   -20.391  -23.183  -436.759  -5.902  -8.502  0.000  0.000  -185.770
-4906.803  -1423   -20.391  -23.183  -436.759  -5.902  -8.502  0.000  0.000  -185.770
-4976.646  -1419   -21.270  -24.055  -459.208  -6.168  -8.866  0.000  0.000  -201.317
-4976.646  -1419   -21.270  -24.055  -459.208  -6.168  -8.866  0.000  0.000  -201.317
-5149.521  -1396   -21.973  -24.981  -523.929  -6.308  -9.332  0.000  0.000  -221.593
-5268.970  -1393   -22.852  -25.843  -525.255  -6.209  -9.489  0.000  0.000  -242.478
-5383.464  -1622   -27.070  -30.410  -545.837  -6.472  -9.255  0.000  0.000  -311.650
-5520.872  -1732   -27.598  -31.002  -573.132  -6.486  -8.496  0.000  0.000  -371.934
-5606.788  -1732   -27.598  -31.002  -564.427  -6.286  -7.985  0.000  0.000  -400.972
-5584.607  -1787   -28.301  -31.624  -521.701  -5.970  -7.864  0.000  0.000  -405.743
-5574.860  -1846   -28.828  -32.211  -518.701  -5.896  -7.769  0.000  0.000  -393.753
-5645.169  -1845   -29.355  -32.797  -544.560  -5.943  -7.541  0.000  0.000  -374.938
-5718.562  -1845   -29.355  -32.797  -545.117  -5.873  -7.435  0.000  0.000  -344.927
-5718.562  -1845   -29.355  -32.797  -545.117  -5.873  -7.435  0.000  0.000  -344.927
-5940.254  -1885   -29.883  -33.379  -608.195  -6.238  -7.224  0.000  0.000  -309.476
-5940.254  -1885   -29.883  -33.379  -608.195  -6.238  -7.224  0.000  0.000  -309.476
-6099.507  -1892   -30.586  -34.200  -597.371  -6.004  -6.970  0.000  0.000  -267.588
-6099.507  -1892   -30.586  -34.200  -597.371  -6.004  -6.970  0.000  0.000  -267.588
-6113.638  -1966   -31.465  -35.046  -546.692  -5.628  -6.609  0.000  0.000  -218.621
-6113.638  -1966   -31.465  -35.046  -546.692  -5.628  -6.609  0.000  0.000  -218.621
-6076.415  -2042   -32.168  -35.912  -524.439  -5.329  -5.817  0.000  0.000  -169.488
-6076.415  -2042   -32.168  -35.912  -524.439  -5.329  -5.817  0.000  0.000  -169.488
-6008.047  -2010   -32.871  -36.704  -512.807  -5.134  -5.530  0.000  0.000  -180.839
-6008.047  -2010   -32.871  -36.704  -512.807  -5.134  -5.530  0.000  0.000  -180.839
-5914.580  -2080   -33.574  -37.575  -506.187  -4.910  -5.223  0.000  0.000  -209.978
-5914.580  -2080   -33.574  -37.575  -506.187  -4.910  -5.223  0.000  0.000  -209.978
-5870.372  -2166   -34.277  -38.360  -527.178  -4.844  -4.707  0.000  0.000  -231.012
-5870.372  -2166   -34.277  -38.360  -527.178  -4.844  -4.707  0.000  0.000  -231.012
-5836.982  -2163   -34.980  -39.207  -533.980  -4.735  -4.334  0.000  0.000  -243.660
-5836.982  -2163   -34.980  -39.207  -533.980  -4.735  -4.334  0.000  0.000  -243.660
-5825.200  -2220   -35.684  -39.988  -543.759  -4.661  -3.820  0.000  0.000  -250.673
-5825.200  -2220   -35.684  -39.988  -543.759  -4.661  -3.820  0.000  0.000  -250.673
-5780.219  -2318   -36.387  -40.809  -532.910  -4.564  -3.588  0.000  0.000  -259.296
-5651.027  -2318   -36.914  -41.593  -501.765  -4.287  -3.372  0.000  0.000  -264.110
-5467.734  -2420   -37.441  -42.158  -473.194  -4.044  -3.167  0.000  0.000  -265.382
-5264.604  -2374   -37.793  -42.158  -442.409  -3.798  -3.026  0.000  0.000  -253.015
-5264.604  -2374   -37.793  -42.158  -442.409  -3.798  -3.026  0.000  0.000  -253.015
-5115.006  -2478   -38.320  -43.244  -449.951  -3.761  -2.783  0.000  0.000  -239.344
-5115.006  -2478   -38.320  -43.244  -449.951  -3.761  -2.783  0.000  0.000  -239.344
-4962.456  -2469   -38.672  -43.784  -439.754  -3.607  -2.684  0.000  0.000  -226.997
-4962.456  -2469   -38.672  -43.784  -439.754  -3.607  -2.684  0.000  0.000  -226.997
-4760.591  -2587   -39.023  -44.348  -413.148  -3.426  -2.640  0.000  0.000  -217.124
-4760.591  -2587   -39.023  -44.348  -413.148  -3.426  -2.640  0.000  0.000  -217.124
-4590.880  -2633   -39.727  -45.119  -415.014  -3.414  -2.402  0.000  0.000  -212.288
-4590.880  -2633   -39.727  -45.119  -415.014  -3.414  -2.402  0.000  0.000  -212.288
-4388.750  -2797   -40.254  -45.879  -393.949  -3.304  -2.473  0.000  0.000  -209.901
-4388.750  -2797   -40.254  -45.879  -393.949  -3.304  -2.473  0.000  0.000  -209.901
-4143.854  -2894   -40.781  -46.628  -366.486  -3.120  -2.441  0.000  0.000  -209.595
-4143.854  -2894   -40.781  -46.628  -366.486  -3.120  -2.441  0.000  0.000  -209.595
-3905.090  -2943   -41.309  -47.381  -355.467  -3.030  -2.360  0.000  0.000  -211.690
-3905.090  -2943   -41.309  -47.381  -355.467  -3.030  -2.360  0.000  0.000  -211.690
-3701.156  -3042   -41.836  -48.137  -358.016  -2.985  -2.216  0.000  0.000  -218.000
-3465.275  -3054   -42.539  -48.844  -334.342  -2.804  -2.225  0.000  0.000  -228.498
-3184.712  -3052   -42.891  -49.359  -300.793  -2.639  -2.287  0.000  0.000  -235.755
-3184.712  -3052   -42.891  -49.359  -300.793  -2.639  -2.287  0.000  0.000  -235.755
-2926.053  -3029   -43.242  -49.842  -277.612  -2.538  -2.336  0.000  0.000  -228.669
-2926.053  -3029   -43.242  -49.842  -277.612  -2.538  -2.336  0.000  0.000  -228.669
-2731.939  -3047   -43.594  -50.309  -277.537  -2.502  -2.194  0.000  0.000  -221.438
-2536.654  -2956   -44.121  -50.902  -256.401  -2.350  -2.246  0.000  0.000  -213.106
-2536.654  -2956   -44.121  -50.902  -256.401  -2.350  -2.246  0.000  0.000  -213.106
-2406.156  -2815   -44.297  -51.326  -268.027  -2.453  -2.329  0.000  0.000  -202.301
-2406.156  -2815   -44.297  -51.326  -268.027  -2.453  -2.329  0.000  0.000  -202.301
-2343.113  -2632   -44.648  -51.745  -282.130  -2.524  -2.318  0.000  0.000  -191.041
-2343.113  -2632   -44.648  -51.745  -282.130  -2.524  -2.318  0.000  0.000  -191.041
-2270.393  -2474   -45.000  -52.162  -268.319  -2.437  -2.334  0.000  0.000  -179.124
-2194.706  -2407   -45.352  -52.467  -252.482  -2.329  -2.192  0.000  0.000  -165.218
-2114.971  -2346   -45.527  -52.603  -235.164  -2.187  -2.061  0.000  0.000  -148.768
-2114.971  -2346   -45.527  -52.603  -235.164  -2.187  -2.061  0.000  0.000  -148.768
-2067.948  -2275   -45.703  -52.676  -233.069  -2.104  -1.849  0.000  0.000  -131.862
-2067.948  -2275   -45.703  -52.676  -233.069  -2.104  -1.849  0.000  0.000  -131.862
-2031.209  -2173   -45.879  -52.697  -220.350  -1.882  -1.526  0.000  0.000  -115.385
-1960.734  -2079   -45.879  -52.693  -191.585  -1.511  -1.017  0.000  0.000  -96.524
-1849.170  -2031   -45.879  -52.693  -158.589  -1.089  -0.347  0.000  0.000  -76.091
-1669.780  -1975   -45.879  -52.693  -113.243  -0.608  0.325  0.000  0.000  -55.214
-1401.213  -1876   -45.879  -52.692  -55.394  -0.057  0.902  0.000  0.000  -37.466
-1049.548  -1876   -45.879  -52.692  1.815  0.418  1.230  0.000  0.000  -22.696
-688.609  -1717   -45.879  -52.691  32.675  0.655  1.371  0.000  0.000  -11.659
-344.811  -1241   -45.879  -52.688  51.268  0.782  1.334  0.000  0.000  -4.980
-53.636  -1241   -45.879  -52.688  53.753  0.821  1.379  0.000  0.000  -1.779
181.041   -838   -45.703  -52.686  45.749  0.787  1.419  0.000  0.000  -0.174
181.041   -838   -45.703  -52.686  45.749  0.787  1.419  0.000  0.000  -0.174
379.625   -288   -45.703  -52.681  44.094  0.778  1.435  0.000  0.000  0.443
379.625   -288   -45.703  -52.681  44.094  0.778  1.435  0.000  0.000  0.443
379.625   -288   -45.703  -52.681  44.094  0.778  1.435  0.000  0.000  0.443
555.103    102   -45.703  -52.673  48.746  0.765  1.383  0.000  0.000  0.763
555.103    102   -45.703  -52.673  48.746  0.765  1.383  0.000  0.000  0.763
674.774    378   -45.703  -52.652  40.019  0.654  1.289  0.000  0.000  1.274
674.774    378   -45.703  -52.652  40.019  0.654  1.289  0.000  0.000  1.274
683.304    527   -45.703  -52.627  5.120  0.382  1.120  0.000  0.000  1.989
683.304    527   -45.703  -52.627  5.120  0.382  1.120  0.000  0.000  1.989
627.644    647   -45.527  -52.572  -22.761  0.243  1.083  0.000  0.000  3.115
627.644    647   -45.527  -52.572  -22.761  0.243  1.083  0.000  0.000  3.115
499.163    662   -45.527  -52.489  -56.626  0.023  1.042  0.000  0.000  5.125
499.163    662   -45.527  -52.489  -56.626  0.023  1.042  0.000  0.000  5.125
431.617    614   -45.352  -52.367  -42.576  0.111  0.989  0.000  0.000  8.511
431.617    614   -45.352  -52.367  -42.576  0.111  0.989  0.000  0.000  8.511
345.512    508   -45.352  -52.240  -51.209  -0.022  0.976  0.000  0.000  13.000
345.512    508   -45.352  -52.240  -51.209  -0.022  0.976  0.000  0.000  13.000
267.375    434   -45.176  -52.097  -50.675  0.013  1.079  0.000  0.000  18.306
267.375    434   -45.176  -52.097  -50.675  0.013  1.079  0.000  0.000  18.306
208.324    356   -45.000  -51.964  -45.845  0.108  1.185  0.000  0.000  23.782
208.324    356   -45.000  -51.964  -45.845  0.108  1.185  0.000  0.000  23.782
151.545    278   -44.824  -51.824  -51.231  0.101  1.206  0.000  0.000  29.083
151.545    278   -44.824  -51.824  -51.231  0.101  1.206  0.000  0.000  29.083
75.509    216   -44.648  -51.701  -67.425  0.064  1.383  0.000  0.000  33.718
75.509    216   -44.648  -51.701  -67.425  0.064  1.383  0.000  0.000  33.718
84.259    167   -44.473  -51.589  -43.022  0.208  1.298  0.000  0.000  37.320
98.268     93   -44.473  -51.493  -39.346  0.196  1.352  0.000  0.000  39.581
98.268     93   -44.473  -51.493  -39.346  0.196  1.352  0.000  0.000  39.581
206.209     91   -44.297  -51.436  -0.706  0.571  1.716  0.000  0.000  39.737
307.727    102   -44.121  -51.380  0.104  0.515  1.611  0.000  0.000  38.033
412.655    185   -44.121  -51.338  6.912  0.483  1.313  0.000  0.000  34.849
412.655    185   -44.121  -51.338  6.912  0.483  1.313  0.000  0.000  34.849
1512.866    284   -43.945  -51.296  416.461  3.180  0.979  0.000  0.000  31.079
1512.866    284   -43.945  -51.296  416.461  3.180  0.979  0.000  0.000  31.079
2308.744    375   -43.945  -51.254  381.983  2.326  0.859  0.000  0.000  27.159
2308.744    375   -43.945  -51.254  381.983  2.326  0.859  0.000  0.000  27.159
2236.216   1287   -43.770  -51.170  91.496  0.676  1.162  0.000  0.000  24.095
2236.216   1287   -43.770  -51.170  91.496  0.676  1.162  0.000  0.000  24.095
2026.364   2137   -43.594  -50.964  31.111  0.994  1.329  0.000  0.000  23.588
2026.364   2137   -43.594  -50.964  31.111  0.994  1.329  0.000  0.000  23.588
2182.034   2168   -43.242  -50.605  165.397  1.922  1.295  0.000  0.000  27.869
2182.034   2168   -43.242  -50.605  165.397  1.922  1.295  0.000  0.000  27.869
2383.602   1971   -42.891  -50.070  202.891  1.596  1.211  0.000  0.000  38.802
2383.602   1971   -42.891  -50.070  202.891  1.596  1.211  0.000  0.000  38.802
2373.074   2084   -42.539  -49.404  145.130  0.960  1.293  0.000  0.000  57.018
2373.074   2084   -42.539  -49.404  145.130  0.960  1.293  0.000  0.000  57.018
2362.565   1478   -42.012  -48.521  166.489  1.354  1.511  0.000  0.000  83.462
2362.565   1478   -42.012  -48.521  166.489  1.354  1.511  0.000  0.000  83.462
2113.982    627   -41.484  -47.519  96.788  1.283  1.919  0.000  0.000  116.950
2113.982    627   -41.484  -47.519  96.788  1.283  1.919  0.000  0.000  116.950
1405.239    257   -40.781  -46.521  -85.626  0.325  1.803  0.000  0.000  154.586
724.757     87   -40.078  -45.452  -105.825  0.305  2.250  0.000  0.000  194.135
724.757     87   -40.078  -45.452  -105.825  0.305  2.250  0.000  0.000  194.135
5.402     35   -39.551  -44.706  -158.090  -0.335  2.231  0.000  0.000  228.373
5.402     35   -39.551  -44.706  -158.090  -0.335  2.231  0.000  0.000  228.373
-655.503     24   -39.023  -43.907  -176.067  -0.449  2.206  0.000  0.000  255.078
-1114.967     21   -38.320  -42.861  -133.983  -0.152  2.072  0.000  0.000  276.493
-1477.490   -459   -37.793  -42.134  -125.162  -0.143  2.114  0.000  0.000  288.878
-1507.322   -942   -37.266  -41.452  -21.559  0.664  2.243  0.000  0.000  291.913
-1280.099  -1421   -34.277  -38.374  69.886  1.280  2.346  0.000  0.000  319.719
-928.552  -1426   -34.102  -38.134  123.898  1.531  2.335  0.000  0.000  335.868
-405.818  -1426   -34.102  -38.134  205.093  1.950  2.001  0.000  0.000  331.873
113.449  -1240   -33.750  -37.954  226.568  1.963  1.575  0.000  0.000  311.944
452.084   -861   -33.574  -37.829  174.737  1.655  1.702  0.000  0.000  281.902
618.294    -57   -33.574  -37.729  115.982  1.432  1.946  0.000  0.000  249.076
739.433    -57   -33.574  -37.729  95.309  1.345  1.993  0.000  0.000  211.191
739.433    -57   -33.574  -37.729  95.309  1.345  1.993  0.000  0.000  211.191
851.162    365   -33.398  -37.623  86.089  1.220  2.059  0.000  0.000  169.491
851.162    365   -33.398  -37.623  86.089  1.220  2.059  0.000  0.000  169.491
957.157    641   -33.223  -37.438  84.022  0.986  1.528  0.000  0.000  127.405
957.157    641   -33.223  -37.438  84.022  0.986  1.528  0.000  0.000  127.405
1086.802    786   -33.047  -37.204  99.366  0.844  0.854  0.000  0.000  82.489
1086.802    786   -33.047  -37.204  99.366  0.844  0.854  0.000  0.000  82.489
1153.657    910   -32.871  -36.904  87.373  0.664  0.500  0.000  0.000  40.565
1153.657    910   -32.871  -36.904  87.373  0.664  0.500  0.000  0.000  40.565
1131.391   1049   -32.520  -36.516  61.338  0.559  0.434  0.000  0.000  43.578
1131.391   1049   -32.520  -36.516  61.338  0.559  0.434  0.000  0.000  43.578
1085.382   1106   -32.168  -36.056  57.853  0.620  0.555  0.000  0.000  61.245
1085.382   1106   -32.168  -36.056  57.853  0.620  0.555  0.000  0.000  61.245
1029.236   1079   -31.641  -35.474  57.975  0.596  0.622  0.000  0.000  80.580
1029.236   1079   -31.641  -35.474  57.975  0.596  0.622  0.000  0.000  80.580
877.015   1048   -31.113  -34.830  19.774  0.316  0.687  0.000  0.000  98.557
877.015   1048   -31.113  -34.830  19.774  0.316  0.687  0.000  0.000  98.557
693.783    988   -30.410  -34.069  -2.059  0.249  0.788  0.000  0.000  117.211
693.783    988   -30.410  -34.069  -2.059  0.249  0.788  0.000  0.000  117.211
541.567    859   -29.707  -33.281  0.808  0.370  1.020  0.000  0.000  139.609
541.567    859   -29.707  -33.281  0.808  0.370  1.020  0.000  0.000  139.609
541.567    859   -29.707  -33.281  0.808  0.370  1.020  0.000  0.000  139.609
442.107    692   -28.828  -32.381  13.673  0.501  1.209  0.000  0.000  166.801
442.107    692   -28.828  -32.381  13.673  0.501  1.209  0.000  0.000  166.801
392.493    533   -27.422  -31.037  23.979  0.625  1.452  0.000  0.000  202.925
392.493    533   -27.422  -31.037  23.979  0.625  1.452  0.000  0.000  202.925
363.877    444   -26.543  -30.050  26.281  0.673  1.595  0.000  0.000  237.359
363.877    444   -26.543  -30.050  26.281  0.673  1.595  0.000  0.000  237.359
337.279    359   -25.664  -29.086  22.503  0.708  1.700  0.000  0.000  263.491
337.279    359   -25.664  -29.086  22.503  0.708  1.700  0.000  0.000  263.491
279.226    259   -24.609  -28.052  4.577  0.662  1.802  0.000  0.000  284.722
279.226    259   -24.609  -28.052  4.577  0.662  1.802  0.000  0.000  284.722
175.362    174   -23.730  -27.059  -19.604  0.542  1.873  0.000  0.000  302.164
175.362    174   -23.730  -27.059  -19.604  0.542  1.873  0.000  0.000  302.164
110.825    166   -22.676  -26.033  -13.857  0.561  1.840  0.000  0.000  316.785
110.825    166   -22.676  -26.033  -13.857  0.561  1.840  0.000  0.000  316.785
71.048    130   -21.621  -24.979  -12.076  0.508  1.768  0.000  0.000  328.931
71.048    130   -21.621  -24.979  -12.076  0.508  1.768  0.000  0.000  328.931
44.669    129   -20.742  -23.979  -9.859  0.480  1.681  0.000  0.000  336.309
44.669    129   -20.742  -23.979  -9.859  0.480  1.681  0.000  0.000  336.309
